Probe name,Rating in cell,Rating in organism,Number of Ratings,Unsuitable,URL,Target name,Target class,Target subclass,Published on,Uniprot ID,InChI key,SMILES,PAINS,Toxicophore,ChEMBL ID,canSAR ID,Reference (PMID),Mechanism of action,Potency value,Potency assay,Potency value in cells,Potency assay (cells),Potency in cells,Organism,Dose,Control compound
BI-653048,3.0,0.0,1.0,No,https://www.chemicalprobes.org/bi-653048,NR3C1,NHR,Subfamily 3,2022-01-31,P04150,AUIFRJWXYUNPPV-QFIPXVFZSA-N,CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1,No,No,CHEMBL3358954,625199,,Agonist,55 nM,Fluorescence polarization assay,23 nM,Fibroblast IL-6 assay (88% maximal efficiency@ 2µM),IC50,,,BI 3047
BI-4394,4.0,4.0,1.0,No,https://www.chemicalprobes.org/bi4394,MMP13,Enzyme,Peptidase,2022-02-10,P45452,MMJPVSDTLGFIQW-UHFFFAOYSA-N,CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1,No,No,CHEMBL1939876,519764,,Inhibitor,1 nM,FRET assay,"31 nM, 11 nM","Collagen degradation assay: Inhibition of bovine nasal cartilage, Collagen degradation assay",IC50,Rat,"1 mg/Kg IV, 10 mg/Kg PO",BI 4395
MRL-SYKi,4.0,4.0,1.0,No,https://www.chemicalprobes.org/mrl-syki,SYK,Kinase,TK,2022-02-11,P43405,OYKPWSZSBLRRPL-HOYKHHGWSA-N,Cc1cc(Nc2nccc(C)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1,No,No,CHEMBL3685796,471230,,Inhibitor,0.9 nM,Human SYK enzyme assay,"38 nM, 287 nM","Human Mast Cell degranulation, Human Whole Blood Cys LT a-IgE",IC50,"Rat, Dog",1-30 mg/Kg,MRL-SYKi-NC
UCSF924,4.0,2.5,2.0,No,https://www.chemicalprobes.org/ucsf924,DRD4,GPCR,Dopamine receptor,2022-02-08,P21917,RPHDOVLXDYWDGF-UHFFFAOYSA-N,Cc1ccc2[nH]c(CNCCCOc3ccccc3)cc(=O)c2c1,No,No,,3550538,,Agonist,3.0 nM,Radioligand binding assay (DRD4),"0.2 nM, 4.2 nM","BRET-Gi dissociation assay, cAMP receptor assay",EC50,Mouse,10 mg/kg,UCSF924NC
WM-3835,3.0,1.5,2.0,No,https://www.chemicalprobes.org/wm-3835,KAT7,Epigenetic,Histone Acetyltransferase,2022-01-21,O95251,KVJFJJXCBRSCDY-UHFFFAOYSA-N,Cc1cc(-c2ccccc2)cc(C(=O)NNS(=O)(=O)c2cccc(O)c2)c1F,No,Yes,,2849398,,Inhibitor,"30 nM, 34 nM","Biochemical (acetyltransferase) assay, SPR",297 nM,Growth inhibition assays of the MLL–AF9 AML cell line Molm13 treated with WM-3835 at the doses indicated. Boxes represent minimum and maximum values. n = 11. Mean ± s.e.m,IC50,Mouse,100 mg/Kg BID,WM-2474
BAY-678,2.0,2.0,1.0,No,https://www.chemicalprobes.org/bay-678,ELANE,Enzyme,Protease,2022-01-21,P08246,PGIVGIFOWOVINL-GOSISDBHSA-N,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)nc1,No,No,CHEMBL3617968,213469,,Inhibitor,"20 nM, 15 nM",Biochemical Neutrophil Elastase Assay,,"Extracellular protein, no evidence of intracellular activity",,Rat,0.3 mg/Kg,BAY-677
GSK789,0.0,0.0,0.0,No,https://www.chemicalprobes.org/gsk789,"BRD2, BRD3, BRD4, BRDT","Epigenetic, Epigenetic, Epigenetic, Epigenetic","Bromodomain, Bromodomain, Bromodomain",2022-02-11,"P25440, Q15059, O60885, Q58F21",NDEORODKVUYMFQ-NHCUHLMSSA-N,Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,No,No,CHEMBL4648362,2897507,,Inhibitor,"100 nM, 20 nM, 4 nM, 158 nM, 16 nM, 31 nM, 6.3 nM, 630 nM, 10 nM","BET mutant TR-FRET assay (BRD2 BD1), BRD2 BD1 Bromoscan (DiscoverX), BRD2 BD1 Chemoproteomics, BET mutant TR-FRET assay (BRD3 BD1), BRD3 BD1 Bromoscan (DiscoverX), BRD3 BD1 Chemoproteomics, BET mutant TR-FRET assay (BRD4 BD1), BRD4 BD1 Chemoproteomics, BET mutant TR-FRET assay (BRDT BD1), BRD4 BD1 Bromoscan (DiscoverX), BRDT BD1 Chemoproteomics","125 nM, 390 nM, 258 nM, 670 nM, 20 nM","Proliferation assay (MV-4−11 cells), Proliferation assay (HL60 cells), Proliferation assay (THP-1 cells), In vitro inhibition of MCP-1 in Lipopolysaccharide-stimulated human whole blood, LPS-PBMC assay (MCP-1)",IC50,,,GSK791
GSK973,3.5,3.5,2.0,No,https://www.chemicalprobes.org/gsk973,"BRD2, BRD3, BRD4, BRDT","Epigenetic, Epigenetic, Epigenetic, Epigenetic","Bromodomain, Bromodomain, Bromodomain, Bromodomain",2022-02-11,"P25440, Q15059, O60885, Q58F21",WZQLVEPIBAOOGF-RMMWZPCPSA-N,CNC(=O)c1cc(C(=O)N[C@@H]2[C@H]3COC[C@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1,No,No,CHEMBL4637208,3319397,,Inhibitor,"32 nM, 5 nM, 16 nM, 3 nM, 2 nM, 34 nM","BET mutant TR-FRET assay (BRD2 BD2), BRD2 BD2 Bromoscan (DiscoverX), BET mutant TR-FRET assay (BRD3 BD2), BRD3 BD2 Bromoscan (DiscoverX), BET mutant TR-FRET assay (BRD4 BD2), BR43 BD2 Bromoscan (DiscoverX), BRD4 BD2 SPR, BET mutant TR-FRET assay (BRDT BD2), BRDT BD2 Bromoscan (DiscoverX)",50 nM,In vitro inhibition of MCP-1 in Lipopolysaccharide-stimulated human whole blood,IC50,"Rat, Dog","1 mg/Kg, 3 mg/Kg, 2 mg/Kg",GSK943
GSK620,4.0,4.0,2.0,No,https://www.chemicalprobes.org/gsk620,"BRD2, BRD3, BRD4, BRDT","Epigenetic, Epigenetic, Epigenetic, Epigenetic","Bromodomain, Bromodomain, Bromodomain, Bromodomain",2022-02-11,"P25440, Q15059, O60885, Q58F21",QZZCUOVXHPAQRQ-UHFFFAOYSA-N,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,No,No,CHEMBL4635134,2972672,,Inhibitor,"285 nM, 318 nM, 15 nM, 72 nM, 63 nM, 12 nM, 81 nM, 6 nM, 50 nM, 184 nM, 200 nM","TR-FRET assay (BRD2 BD2), BET mutant TR-FRET assay (BRD2 BD2), BRD2 BD2 Bromoscan (DiscoverX), TR-FRET assay (BRD3 BD2), BET mutant TR-FRET assay (BRD3 BD2), BRD3 BD2 Bromoscan (DiscoverX), TR-FRET assay (BRD4 BD2), BET mutant TR-FRET assay (BRD4 BD2), BRD4 BD2 Bromoscan (DiscoverX), BRD4 BD2 SPR, TR-FRET assay (BRDT BD2), BET mutant TR-FRET assay (BRDT BD2), BRDT BD2 Bromoscan (DiscoverX)","790 nM, 63 nM","In vitro inhibition of MCP-1 in Lipopolysaccharide-stimulated human whole blood, LPS-PBMC assay (MCP-1)",IC50,"Rat, Dog","1 mg/Kg, 3 mg/Kg, 0.5 mg/Kg, 1.0 mg/Kg",
BI 1950,4.0,3.0,2.0,No,https://www.chemicalprobes.org/bi-1950,ITGAL,Integrin,,2022-03-09,P20701,JZTTUZXIQIRVAB-FZEVHQGJSA-N,C[C@H](NC(=O)c1cnc2n1[C@](C)(Cc1ccc(C#N)cc1)C(=O)N2c1cc(Cl)c(F)c(Cl)c1)C(=O)NC1(c2ccccn2)CC1,No,No,CHEMBL4530740,3189556,,Inhibitor,9 nM,ITGAL binding assay,"3 nM, 120 nM","Inhibits staphylococcal enterotoxin B-induced production of IL2 in human PBMC (peripheral blood mononuclear cell), Inhibits staphylococcal enterotoxin B-induced production of IL2 in human whole blood",IC50,Mouse,3 mg/Kg,BI 9446
MD-224,3.7,3.7,3.0,No,https://www.chemicalprobes.org/md-224,MDM2,Other post-translational modification,E3 ubiquitin ligase,2020-11-24,Q00987,ZLGNYFOIDAVMHY-MPKOGUQCSA-N,O=C1CCC(N2Cc3c(C#CCCCNC(=O)c4ccc(NC(=O)[C@@H]5NC6(CCCCC6)[C@@]6(C(=O)Nc7cc(Cl)ccc76)[C@H]5c5cccc(Cl)c5F)cc4)cccc3C2=O)C(=O)N1,No,No,,3312894,"www.doi.org/10.1021/acs.jmedchem.8b00909, https://pubmed.ncbi.nlm.nih.gov/30525597/",Degrader (PROTAC),"0.16 nM, 4.4 nM","Fluorescence Polarization-Based (FP-Based), Protein Binding Assay, Mi-1061 binding MDM2",1.5 nM,"cell growth inhibition assay, western blots assessing MDM2 degradation and p53 activation; Cell Growth Inhibition, Activity of MD-224 in a Panel of Human AML or ALL Cell Lines MOLM-13 7.3 nM, OL-14, 10.5 nM, SIG-M5 19.8 nM, ML-2 4.4 nM, OCL-AML-5 33.1 nM, mono-Man-6 >10 uM, KG-1 >10 uM. MD-224 is highly selective over leukemia cell lines with mutated p53.",IC50,Mouse,"25 mg/Kg IV once weekly, 10 mg/Kg 3 times weekly, 25 mg/Kg 5 days a week for 2 weeks, 50 mg/Kg every other day for 3 weeks",
BIIB021,3.5,3.0,2.0,No,https://www.chemicalprobes.org/biib021,"HSP90AA1, HSP90AB1","Other post-translational modification, Other post-translational modification","Chaperone, Chaperone",2020-12-01,"P07900, P08238",QULDDKSCVCJTPV-UHFFFAOYSA-N,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,No,No,CHEMBL467399,1324570,"www.doi.org/10.1158/1535-7163.MCT-08-0758, www.doi.org/10.1158/1078-0432.CCR-09-0213, www.doi.org/10.1021/jm050752+, https://pubmed.ncbi.nlm.nih.gov/19372565/, https://pubmed.ncbi.nlm.nih.gov/19671844/, https://pubmed.ncbi.nlm.nih.gov/17488003/",Inhibitor,1.7 ± 0.4 nM,fluorescence polarization competition assay,"38 ± 10 nM (EC50); 60-310 nM (IC50), 38 ± 10 nM (EC50)","HER-2 Degradation Assay, Western Blot, HER-2 Degradation Assay,  Western Blot","EC50, IC50",Mouse,"31, 62.5, 125 mg/Kg, 75, 150 mg/Kg, 100 mg/Kg",
RGFP966,3.0,3.0,6.0,No,https://www.chemicalprobes.org/rgfp966,HDAC3,Epigenetic,HDAC,2017-04-10,O15379,BLVQHYHDYFTPDV-VCABWLAWSA-N,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,No,Yes,CHEMBL4078477,1881839,"http://www.sciencedirect.com/science/article/pii/S1074552109002427, http://www.pnas.org/content/110/7/2647.long, https://www.google.com/patents/WO2012016081A2?cl=en, https://www.ncbi.nlm.nih.gov/pubmed/19778726, https://www.ncbi.nlm.nih.gov/pubmed/23297220",Inhibitor,0.08 uM,Substrate-dependent biochemical assays (Reaction Biology). Extensive biochemical characterization has been published on a related compound 106 (Chem Biol. publication): HDAD3 Ki= 14 nM; IC50 with recombinant HDAC3=0.79 uM.,1.3 uM,General HDAC inhibition assay in HeLa cells.,IC50,Other,10 mg/mL,
AZD-7648,4.0,4.0,2.0,No,https://www.chemicalprobes.org/azd-7648,PRKDC,Kinase,PI3/PI4,2022-03-19,P78527,XISVSTPEXYIKJL-UHFFFAOYSA-N,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,No,No,CHEMBL4439259,2849455,,Inhibitor,0.63 nM,Measured by time-resolved fluorescence (TR-FRET) in a biochemical assay.,91 nM,Measuring inhibition of irradiation-induced DNA-PK autophosphorylation in A549 cells by ELISA.,IC50,"Rat, Dog","2 mg/Kg, 5 mg/Kg, 1 mg/Kg",
KI-696,3.3,3.5,5.0,No,https://www.chemicalprobes.org/ki-696,KEAP1,Other post-translational modification,Protein ubiquitination,2017-06-01,Q14145,ZDNGJXBUEQNFBQ-GCJKJVERSA-N,COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,No,No,CHEMBL3819587,805747,"http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.6b00228, https://www.ncbi.nlm.nih.gov/pubmed/27031670",Inhibitor of KEAP1-NRF2 protein-protein interaction,1.3 nM,Isothermal Titration Calorimetry (ITC),12 nM,Beas2B cells treated with compound and NQO1 activity measured after 48 hrs using MTT. NQO1 is an NRF2-dependent gene.,EC50,Rat,35-50 µmol/kg,
ATABECESTAT,2.5,3.0,4.0,No,https://www.chemicalprobes.org/atabecestat,"BACE1, BACE2","Enzyme, Enzyme","Protease, Protease",2022-03-19,"P56817, Q9Y5Z0",VLLFGVHGKLDDLW-SFHVURJKSA-N,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,No,No,CHEMBL3916243,1782304,,Inhibitor,9.8 nM,Biochemical homogeneous time-resolved fluorescence (HTRF)-based assay,1.1 nM,Cellular IC50 values were determined by measuring the levels of secreted Aβ40 in human APP-transfected human neuroblastoma (SH-SY5Y) cells via an HTRF-based assay.,IC50,"Rat, Dog, Monkey (Cynomolgus)","0.3 mg /Kg, 1 mg/Kg, 0.3 mg/Kg",cpd 10
NI-57,3.0,2.3,6.0,No,https://www.chemicalprobes.org/ni-57,"BRPF1, BRD1, BRPF3","Epigenetic, Epigenetic, Epigenetic","Bromodomain, Bromodomain, Bromodomain",2017-07-25,"P55201, O95696, Q9ULD4",UEMQPCYDWCSVCU-UHFFFAOYSA-N,COc1cc(C#N)ccc1S(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,No,No,CHEMBL3752151,1874277,"www.doi.org/10.1021/acs.jmedchem.7b00611, www.doi.org/10.1021/acschembio.7b00481, https://www.ncbi.nlm.nih.gov/pubmed/28714688, https://www.ncbi.nlm.nih.gov/pubmed/28849908",Antagonist,"31 nM, 110 nM, 410 nM",ITC,70 nM,"Cellular ‘on-target’ activity for NI-57 was assessed in a BRPF1B-Histone3.3 nanoBRET assay which showed dose-dependent displacement of BRPF1B (but not BRPF1A) from Histone H3.3 with an estimated IC50 of 0.07 ± 0.0034 uM. These results were verified in a FRAP assay where NI-57 displaced a triple BRD-BRPF1B-GFP fusion construct, as well as full length BRD1-GFP, which was demonstrated by significant reduction in recovery times in the presence of the inhibitor. Hence, the nanoBRET and FRAP experiments confirm NI-57 inhibit BRPF BRDs in the nucleus.",IC50,Mouse,"3 mg/kg (oral), 1 mg/kg (IV)",NI-198
DDD85646,0.0,0.0,0.0,No,https://www.chemicalprobes.org/ddd85646,"NMT1, NMT2","Other post-translational modification, Other post-translational modification","Acyltransferase, Acyltransferase",2021-02-02,"P30419, O60551",XMBSZPZJLPTFMV-UHFFFAOYSA-N,Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,No,No,CHEMBL1230468,433471,"http://www.nature.com/nature/journal/v464/n7289/pdf/nature08893.pdf, http://pubs.acs.org/doi/pdf/10.1021/jm201091t, http://www.ncbi.nlm.nih.gov/pubmed/20360736, http://www.ncbi.nlm.nih.gov/pubmed/22148754",Inhibitor,"3 nM, 14 nM, 2 nM TbNMT, 3 nM HsNMT-1, 2 nM LmNMT, 3 nM TcNMT; ; 1 nM TbNMT, 14 nM HsNMT-1 KD","NMT enzyme assay
2 nM TbNMT, 2 nM LmNMT, 3 nM TcNMT;, SPR (1 nM TbNMT), NMT enzyme assay, SPR (KD)",2 nM Tb,trypanocidal activity in cultured T. brucei,EC 50,Mouse,"3 mg/Kg IV, 10 mg/Kg PO, up to 50 mg/Kg",
Apoptolidin,4.0,0.0,1.0,No,https://www.chemicalprobes.org/apoptolidin,ATP5F1B,Enzyme,,2022-01-21,P06576,WILMROCKORZEMQ-VJVIIGMYSA-N,COC[C@@H](C[C@H]1O[C@@](O)([C@H](O)[C@@H]2C[C@H](OC)[C@@H](O)CC/C=C(C)/C=C/[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC)[C@@H](O)[C@@H]3O)[C@H](C)/C=C(C)/C=C(C)/C=C(\C)C(=O)O2)[C@H](C)[C@@H](O)[C@H]1C)OC1C[C@](C)(O)[C@@H](O[C@H]2C[C@@H](OC)[C@H](O)[C@@H](C)O2)[C@H](C)O1,No,No,CHEMBL266642,1005436,,Inhibitor,100 nM,"Enzyme-coupled ATPase assay. The assay buffer consisted of 60 mM Tris–acetate pH 7.8, 1 mM MgCl2, 2.5 mM phosphoenolpyruvate and 1 mM KCN. The working solution was prepared at 2× for a final concertation of 0.4 mM NADH; 3 U ml−1 of pyruvate kinase + 4.5 U ml−1 lactate dehydrogenase (Sigma P0294); ± 10 μM FCCP. Unless otherwise specified, ATP was added as a 4× solution at 200 μM. Absorbance was monitored at 340 nm using a SpectraMax Plus 384 plate reader (Molecular Devices) set at 25 °C using Softmax Pro v.4.3 acquisition software. Fifty microliters of enzyme was added to 100 μl of working solution and monitored for 2 min, 50 μl of ATP was then added for a final volume of 200 μl and absorbance was monitored over 10 min.",5 nM,"MTT viability assay.. The 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) assay protocol was adapted from Deguire et al.19 Briefly, 100 μl of suspension cells at 100,000 cells ml−1 were added to wells of a microtiter plate precoated with 0.5 μl of test compound at 200× in dimethylsulfoxide and incubated for 48–72 h (as noted). MTT reagent was dissolved in fresh media at 1 mg ml−1 and 100 μl was added to each well to achieve a final concentration of 0.5 mg ml−1 and incubated for 2 h at 37 °C. Cells were centrifuged at 800g for 5 min and decanted. MTT crystals were redissolved in 100 μl of dimethylsulfoxide, allowed to incubate for 5 min at room temperature, and read at 560 nm using a SpectraMax plus 384 plate reader (Molecular Devices). Absorbance values were normalized by background subtraction (wells without cells) such that vehicle-treated cells had a viability of 1.0. Concentration–response curves were fit using the DRC R package with a four-parameter log-logistic function. Statistical testing of differences between concentration–response curves was carried out using the EDcomp function with default parameters for comparison of half maximal inhibitory concentration values and the paramcomp function for comparison of other parameters.",EC50,,,ISOAPOPTOLIDIN
ERD-308,4.0,0.0,1.0,No,https://www.chemicalprobes.org/erd-308,ESR1,NHR,Estrogen Receptor,2022-03-07,P03372,BQXUPNKLZNSUMC-YUQWMIPFSA-N,CCN(CCCCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)c1ccc(-c2scnc2C)cc1)C(C)(C)C)CCOc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,No,No,CHEMBL4582373,3228219,,Degrader (PROTAC),,,"0.17 nM, >99%, 0.43 nM, >95%, 0.77 nM","Degradation of ER in MCF-7 cells after 4 h treatment, Degradation of ER in MCF-7 cells after 4 h treatment with Tmax < 3h, Degradation of ER in T47D cells after 4 h treatment, Degradation of ER in T47D cells after 4 h treatment with Tmax  about 3 h, Cell Proliferation assay in MCF-7 cells","DC50, Dmax, IC50",,,
AMG-18,3.3,3.0,5.0,No,https://www.chemicalprobes.org/amg-18,ERN1,Kinase,Other,2016-12-08,O75460,XMWUCMFVDXDRDE-NRFANRHFSA-N,Cc1ccc2c(NS(=O)(=O)c3ccccc3Cl)cccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CCCNC2)n1,No,No,CHEMBL3356009,873758,"http://pubs.acs.org/doi/abs/10.1021/ml500315b, https://www.ncbi.nlm.nih.gov/pubmed/25589933",Allosteric inhibitor,13 nM,"IRE 1 biochemical fluorescence quenching kinase assay: 
A truncated human IRE1α WT protein, containing the catalytic part (AA 469-977), was expressed in insect cells. The purified protein (1.2 μg/mL) was incubated with a fluorescently quenched IRE1α substrate (1.45 μg/mL; 5’ [6FAM] – GAG UCC GCA GCA CUC - [BHQ1] 3’) and a titration of inhibitor, starting at 50 μM (final DMSO concentration = 1%), for 40 min at room temperature in assay buffer. Reactions were carried out in a final volume of 20 μL in a 384 well PP plate (Greiner #784209). The reaction was stopped by addition of 15 μL 100 mM Tris-HCl pH9 and the fluorescence intensity of the IRE1α-substrate was measured using a fluorescent plate reader (Ex 485 nm / Em 535 nm, Perkin Elmer Envision).",99 nM,XBP1 luciferase reporter assay (measures amount of XBP1 splicing in cells),IC50,,,
TX1-85-1,1.7,0.0,3.0,No,https://www.chemicalprobes.org/tx1-85-1,ERBB3,Protein kinase,RTK,2015-12-10,P21860,FYICDSWKKFSYOM-UHFFFAOYSA-N,C=CC(=O)Nc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1Oc1ccccc1,No,Yes,,2948442,"http://www.nature.com/nchembio/journal/v10/n12/abs/nchembio.1658.html, http://www.ncbi.nlm.nih.gov/pubmed/25326665",Covalent Inhibitor,23 nM,FRET-based LanthaScreen Eu methodology,10 uM,biotin-tagged version of the chemical probe labeled HER3 in cells,EC50,,,
JQEZ5,2.0,2.3,6.0,No,https://www.chemicalprobes.org/jqez5,EZH2,Epigenetic,Protein methyltransferase,2016-07-29,Q15910,LQTWDAYNGMMHLV-UHFFFAOYSA-N,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C)CC3)nc2)nc2c1cnn2C(C)C,No,No,CHEMBL4545488,2937942,"http://cancerdiscovery.aacrjournals.org/content/early/2016/06/16/2159-8290.CD-16-0164.long, http://www.ncbi.nlm.nih.gov/pubmed/?term=jqez5, http://www.ncbi.nlm.nih.gov/pubmed/?term=qi+j+and+sharpless",SAM competitive inhibitor,11 nM,"Radiometric Scintillation Proximity Assay (SPA), Biocore SPR (87 nM)",2.5 uM,"Antiproliferation against lung cancer cells, and western blot assessing H3K27Me3 level with compound treatment",IC50,Other,5 mg/kg or 75 mg/kg,JQEZ23
"(R,R)-59",3.3,0.0,3.0,No,https://www.chemicalprobes.org/r_r-59,SETDB1,Enzyme,methyltransferase,2021-12-20,Q15047,NBDJDKAXIGWAIM-XZOQPEGZSA-N,C=CCn1c(N[C@@H]2C[C@H](c3ccc(OCc4ccccc4)cc3)CN(C)C2)nc2cc[nH]c2c1=O,No,No,,3318350,,Inhibitor,"88 ± 45 nM, 106 ± 2 nM","ITC, SPR",2 °C,"CETSA (cellular Thermal Shift Assay) follwoed by Western blot analysis; (R,R)-59  (but not  (S,S)-59) at concentrations of >=5 μM  efficiently and dose-dependently stabilized SETDB1-TTD protein.",ΔTm,,,"(S,S)-59"
M5049,0.0,0.0,0.0,No,https://www.chemicalprobes.org/m5049,"TLR7, TLR8","Toll-Like Receptor, Toll-Like Receptor",,2022-03-19,"Q9NYK1, Q9NR97",BJXYHBKEQFQVES-NWDGAFQWSA-N,N#Cc1ccc(N2C[C@@H](C(F)(F)F)C[C@@H](N)C2)c2cccnc12,No,No,CHEMBL4802159,3319446,,Inhibitor,,,"11.1 nM, 68.3 nM, 24.1 nM, 620 nM","Inhibition in NF-κB-luciferase reporter cells, AlphaLISA determination of IL-6",IC50,"Mouse, Rat, Dog",1 mg/Kg,
Glyburide,3.0,3.5,4.0,No,https://www.chemicalprobes.org/glyburide,"ABCC8, KCNJ11","Ion Channel, Ion Channel","Potassium channel, Potassium channel",2017-08-09,"Q09428, Q14654",ZNNLBTZKUZBEKO-UHFFFAOYSA-N,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,No,No,CHEMBL472,490179,"www.doi.org/10.1016/j.metabol.2012.07.010, www.doi.org/10.1016/s0026-0495(96)90297-8, www.doi.org/10.1016/0024-3205(93)90448-c, www.doi.org/10.1016/j.metabol.2012.07.010, https://www.ncbi.nlm.nih.gov/pubmed/2110566, https://www.ncbi.nlm.nih.gov/pubmed/2117388, https://www.ncbi.nlm.nih.gov/pubmed/6767639",Inhibitor,4.3 nM,Inhibition of human SUR1/Kir6.2 expressed in CHO cells. More data available in ChEMBL.,3 nM,"Stimulation of insulin secretion in rat INS-1E cells after 1 hr by alphaLISA assay in presence of 5 mM glucose (Bioorg. Med. Chem. Lett., (2014) 24:4:1031). In HIT (hamster beta cell line) cells, glyburide stimulates insulin secretion with ED50=0.4 nM.",EC50,Other,"0.4, 1, 10 mg/Kg",
AC-4-130,2.3,2.0,6.0,No,https://www.chemicalprobes.org/ac-4-130,STAT5B,Transcription factor,Signal transducer and transcription activator,2020-05-27,P51692,NMQUSJQZQWKQBL-UHFFFAOYSA-N,CC(C)(C)c1cc(CN(C(=O)CN(Cc2ccc(Cl)cc2)S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c2ccc(C(=O)O)cc2)cc(C(C)(C)C)c1,No,No,,3312900,"www.doi.org/10.1038/s41375-017-0005-9, www.doi.org/10.3390/cancers12041021, https://doi.org/10.1021/ml500165r, https://pubmed.ncbi.nlm.nih.gov/29472718/, https://pubmed.ncbi.nlm.nih.gov/32326377, https://pubmed.ncbi.nlm.nih.gov/25419444",SH2 Domain Specific Inhibitor,,"Thermal Shift Assay, 19F NMR",,,,Other,25 mg/Kg,
CPI-1205,3.0,2.7,6.0,No,https://www.chemicalprobes.org/cpi-1205,EZH2,Epigenetic,Protein methyltransferase,2017-07-06,Q15910,HPODOLXTMDHLLC-QGZVFWFLSA-N,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12,No,No,CHEMBL4297463,753681,"http://pubs.acs.org/doi/abs/10.1021/acs.jmedchem.6b01315, https://www.ncbi.nlm.nih.gov/pubmed/27739677",SAM-competitive inhibitor,EZH2: 2 nM,Scintillation proximity assay,32 nM,"In HeLa cells, CPI-1205 inhibited H3K27me3 levels.",EC50,Other,"1 mg/kg (IV), 100 mg/kg (oral)",
KZR-504,3.7,3.3,6.0,No,https://www.chemicalprobes.org/kzr-504,PSMB9,Protein metabolism,Proteasome subunit,2017-06-21,P28065,QYDASSGXBXGRBS-CKJXQJPGSA-N,C[C@]1(C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)c2cccc(=O)[nH]2)CO1,No,Yes,CHEMBL4100295,318266,"http://pubs.acs.org/doi/abs/10.1021/acsmedchemlett.6b00496, https://www.ncbi.nlm.nih.gov/pubmed/28435528",Covalent Inhibitor,51 nM,"In a MOLT-4 (human T cell leukemia) cellular lysate, a proteasome constitutive/immunoproteasome subunit ELISA (ProCISE) was employed for quantitative assessment of subunit-specific activity.",136 nM,"Utilizing MOLT-4 (human T cell leukemia) whole (live) cells, a proteasome constitutive/immunoproteasome subunit enzyme-linked immunosorbent (ProCISE) ELISA assay was employed for quantitative assessment of subunit-specific activity.",IC50,Other,1 mg/kg and 30 mg/kg,
